Date,Actual,Predicted,Year,Month,State
2029-07-01,,20186.32501197227,2029,7,Chhattisgarh
2029-08-01,,20533.744569883787,2029,8,Chhattisgarh
2029-09-01,,20884.139356519423,2029,9,Chhattisgarh
2029-10-01,,21237.50937187918,2029,10,Chhattisgarh
2029-11-01,,21593.854615963053,2029,11,Chhattisgarh
2029-12-01,,21953.175088771044,2029,12,Chhattisgarh
2030-01-01,,22315.470790303156,2030,1,Chhattisgarh
2030-02-01,,22680.74172055938,2030,2,Chhattisgarh
2030-03-01,,23048.98787953973,2030,3,Chhattisgarh
2030-04-01,,23420.209267244194,2030,4,Chhattisgarh
2030-05-01,,23794.405883672778,2030,5,Chhattisgarh
2030-06-01,,24171.57772882548,2030,6,Chhattisgarh
2030-07-01,,24551.7248027023,2030,7,Chhattisgarh
2030-08-01,,24934.84710530324,2030,8,Chhattisgarh
2030-09-01,,25320.944636628297,2030,9,Chhattisgarh
2030-10-01,,25710.017396677475,2030,10,Chhattisgarh
2030-11-01,,26102.065385450765,2030,11,Chhattisgarh
2030-12-01,,26497.08860294818,2030,12,Chhattisgarh
2019-01-01,1918.0,4099.373853261317,2019,1,Delhi
2019-02-01,1525.0,4136.0514541069815,2019,2,Delhi
2019-03-01,1910.0,4172.661662319381,2019,3,Delhi
2019-04-01,1545.0,4209.204477898518,2019,4,Delhi
2019-05-01,1456.0,4245.67990084439,2019,5,Delhi
2019-06-01,1478.0,4282.087931157,2019,6,Delhi
2019-07-01,1671.0,4318.428568836344,2019,7,Delhi
2019-08-01,1979.0,4354.701813882425,2019,8,Delhi
2019-09-01,2230.0,4390.907666295242,2019,9,Delhi
2019-10-01,2471.0,4427.046126074795,2019,10,Delhi
2019-11-01,2762.0,4463.117193221085,2019,11,Delhi
2019-12-01,2277.0,4499.12086773411,2019,12,Delhi
2020-01-01,19184.0,4535.057149613871,2020,1,Delhi
2020-02-01,18475.0,4570.926038860369,2020,2,Delhi
2020-03-01,15282.0,4606.727535473602,2020,3,Delhi
2020-04-01,982.0,4642.4616394535715,2020,4,Delhi
2020-05-01,1427.0,4678.128350800278,2020,5,Delhi
2020-06-01,6988.0,4713.72766951372,2020,6,Delhi
2020-07-01,8398.0,4749.259595593898,2020,7,Delhi
2020-08-01,9243.0,4784.724129040811,2020,8,Delhi
2020-09-01,11956.0,4820.121269854461,2020,9,Delhi
2020-10-01,12406.0,4855.451018034848,2020,10,Delhi
2020-11-01,14832.0,4890.71337358197,2020,11,Delhi
2020-12-01,1341.0,4925.908336495829,2020,12,Delhi
2021-01-01,1445.0,4961.035906776423,2021,1,Delhi
2021-02-01,1599.0,4996.096084423753,2021,2,Delhi
2021-03-01,2202.0,5031.08886943782,2021,3,Delhi
2021-04-01,1121.0,5066.014261818623,2021,4,Delhi
2021-05-01,2.0,5100.872261566162,2021,5,Delhi
2021-06-01,943.0,5135.662868680437,2021,6,Delhi
2021-07-01,2408.0,5170.3860831614475,2021,7,Delhi
2021-08-01,2608.0,5205.041905009195,2021,8,Delhi
2021-09-01,2879.0,5239.630334223679,2021,9,Delhi
2021-10-01,3287.0,5274.151370804898,2021,10,Delhi
2021-11-01,3528.0,5308.605014752853,2021,11,Delhi
2021-12-01,3791.0,5342.9912660675445,2021,12,Delhi
2022-01-01,3408.0,5377.310124748972,2022,1,Delhi
2022-02-01,4548.0,5411.561590797136,2022,2,Delhi
2022-03-01,5994.0,5445.745664212036,2022,3,Delhi
2022-04-01,3962.0,5479.862344993672,2022,4,Delhi
2022-05-01,3508.0,5513.911633142044,2022,5,Delhi
2022-06-01,4459.0,5547.893528657152,2022,6,Delhi
2022-07-01,5596.0,5581.808031538996,2022,7,Delhi
2022-08-01,4591.0,5615.655141787576,2022,8,Delhi
2022-09-01,4814.0,5649.4348594028925,2022,9,Delhi
2022-10-01,8154.0,5683.147184384945,2022,10,Delhi
2022-11-01,6156.0,5716.792116733734,2022,11,Delhi
2022-12-01,7066.0,5750.369656449258,2022,12,Delhi
2023-01-01,5572.0,5783.879803531519,2023,1,Delhi
2023-02-01,5267.0,5817.322557980516,2023,2,Delhi
2023-03-01,7969.0,5850.697919796249,2023,3,Delhi
2023-04-01,5184.0,5884.005888978718,2023,4,Delhi
2023-05-01,7632.0,5917.246465527924,2023,5,Delhi
2023-06-01,4907.0,5950.419649443865,2023,6,Delhi
2023-07-01,4917.0,5983.525440726542,2023,7,Delhi
2023-08-01,4940.0,6016.5638393759555,2023,8,Delhi
2023-09-01,4840.0,6049.534845392104,2023,9,Delhi
2023-10-01,6029.0,6082.43845877499,2023,10,Delhi
2023-11-01,6919.0,6115.274679524612,2023,11,Delhi
2023-12-01,9481.0,6148.04350764097,2023,12,Delhi
2024-01-01,7601.0,6180.744943124064,2024,1,Delhi
2024-02-01,5641.0,6213.378985973894,2024,2,Delhi
2024-03-01,10849.0,6245.9456361904595,2024,3,Delhi
2024-04-01,5263.0,6278.444893773762,2024,4,Delhi
2024-05-01,4989.0,6310.8767587238,2024,5,Delhi
2024-06-01,,6343.241231040574,2024,6,Delhi
2024-07-01,,6375.538310724085,2024,7,Delhi
2024-08-01,,6407.767997774332,2024,8,Delhi
2024-09-01,,6439.930292191314,2024,9,Delhi
2024-10-01,,6472.025193975032,2024,10,Delhi
2024-11-01,,6504.052703125488,2024,11,Delhi
2024-12-01,,6536.012819642679,2024,12,Delhi
2025-01-01,,6567.9055435266055,2025,1,Delhi
2025-02-01,,6599.730874777269,2025,2,Delhi
2025-03-01,,6631.488813394668,2025,3,Delhi
2025-04-01,,6663.179359378803,2025,4,Delhi
2025-05-01,,6694.802512729674,2025,5,Delhi
2025-06-01,,6726.358273447282,2025,6,Delhi
2025-07-01,,6757.846641531625,2025,7,Delhi
2025-08-01,,6789.267616982705,2025,8,Delhi
2025-09-01,,6820.621199800521,2025,9,Delhi
2025-10-01,,6851.907389985073,2025,10,Delhi
2025-11-01,,6883.126187536361,2025,11,Delhi
2025-12-01,,6914.277592454385,2025,12,Delhi
2026-01-01,,6945.361604739145,2026,1,Delhi
2026-02-01,,6976.378224390641,2026,2,Delhi
2026-03-01,,7007.3274514088735,2026,3,Delhi
2026-04-01,,7038.209285793842,2026,4,Delhi
2026-05-01,,7069.023727545546,2026,5,Delhi
2026-06-01,,7099.770776663987,2026,6,Delhi
2026-07-01,,7130.450433149164,2026,7,Delhi
2026-08-01,,7161.062697001076,2026,8,Delhi
2026-09-01,,7191.607568219725,2026,9,Delhi
2026-10-01,,7222.08504680511,2026,10,Delhi
2026-11-01,,7252.495132757232,2026,11,Delhi
2026-12-01,,7282.837826076089,2026,12,Delhi
2027-01-01,,7313.113126761682,2027,1,Delhi
2027-02-01,,7343.321034814011,2027,2,Delhi
2027-03-01,,7373.461550233076,2027,3,Delhi
2027-04-01,,7403.534673018878,2027,4,Delhi
2027-05-01,,7433.540403171416,2027,5,Delhi
2027-06-01,,7463.478740690689,2027,6,Delhi
2027-07-01,,7493.349685576699,2027,7,Delhi
2027-08-01,,7523.153237829445,2027,8,Delhi
2027-09-01,,7552.889397448927,2027,9,Delhi
2027-10-01,,7582.558164435146,2027,10,Delhi
2027-11-01,,7612.1595387881,2027,11,Delhi
2027-12-01,,7641.69352050779,2027,12,Delhi
2028-01-01,,7671.160109594217,2028,1,Delhi
2028-02-01,,7700.559306047378,2028,2,Delhi
2028-03-01,,7729.891109867278,2028,3,Delhi
2028-04-01,,7759.155521053912,2028,4,Delhi
2028-05-01,,7788.352539607282,2028,5,Delhi
2028-06-01,,7817.48216552739,2028,6,Delhi
2028-07-01,,7846.544398814232,2028,7,Delhi
2028-08-01,,7875.539239467812,2028,8,Delhi
2028-09-01,,7904.466687488128,2028,9,Delhi
2028-10-01,,7933.326742875179,2028,10,Delhi
2028-11-01,,7962.119405628966,2028,11,Delhi
2028-12-01,,7990.8446757494885,2028,12,Delhi
2029-01-01,,8019.502553236748,2029,1,Delhi
2029-02-01,,8048.093038090744,2029,2,Delhi
2029-03-01,,8076.616130311476,2029,3,Delhi
2029-04-01,,8105.071829898943,2029,4,Delhi
2029-05-01,,8133.460136853148,2029,5,Delhi
2029-06-01,,8161.781051174087,2029,6,Delhi
2029-07-01,,8190.034572861763,2029,7,Delhi
2029-08-01,,8218.220701916176,2029,8,Delhi
2029-09-01,,8246.339438337323,2029,9,Delhi
2029-10-01,,8274.390782125209,2029,10,Delhi
2029-11-01,,8302.37473327983,2029,11,Delhi
2029-12-01,,8330.291291801186,2029,12,Delhi
2030-01-01,,8358.140457689278,2030,1,Delhi
2030-02-01,,8385.922230944107,2030,2,Delhi
2030-03-01,,8413.636611565671,2030,3,Delhi
2030-04-01,,8441.283599553972,2030,4,Delhi
2030-05-01,,8468.863194909009,2030,5,Delhi
2030-06-01,,8496.375397630783,2030,6,Delhi
2030-07-01,,8523.820207719291,2030,7,Delhi
2030-08-01,,8551.197625174536,2030,8,Delhi
2030-09-01,,8578.507649996518,2030,9,Delhi
2030-10-01,,8605.750282185236,2030,10,Delhi
2030-11-01,,8632.92552174069,2030,11,Delhi
2030-12-01,,8660.03336866288,2030,12,Delhi
2019-01-01,3.0,10.904311948075929,2019,1,Goa
2019-02-01,2.0,3.955821262914891,2019,2,Goa
2019-03-01,4.0,0.0,2019,3,Goa
2019-04-01,0.0,0.0,2019,4,Goa
2019-05-01,4.0,0.0,2019,5,Goa
2019-06-01,0.0,0.0,2019,6,Goa
2019-07-01,6.0,0.0,2019,7,Goa
2019-08-01,3.0,0.0,2019,8,Goa
2019-09-01,2.0,0.0,2019,9,Goa
2019-10-01,2.0,0.0,2019,10,Goa
2019-11-01,10.0,0.0,2019,11,Goa
2019-12-01,5.0,0.0,2019,12,Goa
2020-01-01,2.0,0.0,2020,1,Goa
2020-02-01,3.0,0.0,2020,2,Goa
2020-03-01,2.0,0.0,2020,3,Goa
2020-04-01,0.0,0.0,2020,4,Goa
2020-05-01,2.0,0.0,2020,5,Goa
2020-06-01,3.0,4.4042131436845136,2020,6,Goa
2020-07-01,1.0,11.408752813941744,2020,7,Goa
2020-08-01,4.0,19.234058975694182,2020,8,Goa
2020-09-01,7.0,27.88013162894181,2020,9,Goa
2020-10-01,19.0,37.34697077368463,2020,10,Goa
2020-11-01,24.0,47.634576409922644,2020,11,Goa
2020-12-01,15.0,58.74294853765583,2020,12,Goa
2021-01-01,34.0,70.67208715688423,2021,1,Goa
2021-02-01,47.0,83.42199226760782,2021,2,Goa
2021-03-01,85.0,96.9926638698266,2021,3,Goa
2021-04-01,56.0,111.38410196354059,2021,4,Goa
2021-05-01,35.0,126.59630654874975,2021,5,Goa
2021-06-01,43.0,142.62927762545408,2021,6,Goa
2021-07-01,78.0,159.48301519365364,2021,7,Goa
2021-08-01,45.0,177.1575192533484,2021,8,Goa
2021-09-01,117.0,195.65278980453834,2021,9,Goa
2021-10-01,201.0,214.96882684722348,2021,10,Goa
2021-11-01,203.0,235.1056303814038,2021,11,Goa
2021-12-01,177.0,256.0632004070793,2021,12,Goa
2022-01-01,220.0,277.84153692425,2022,1,Goa
2022-02-01,329.0,300.44063993291593,2022,2,Goa
2022-03-01,329.0,323.860509433077,2022,3,Goa
2022-04-01,422.0,348.10114542473326,2022,4,Goa
2022-05-01,496.0,373.1625479078848,2022,5,Goa
2022-06-01,438.0,399.0447168825314,2022,6,Goa
2022-07-01,679.0,425.74765234867334,2022,7,Goa
2022-08-01,348.0,453.2713543063104,2022,8,Goa
2022-09-01,446.0,481.61582275544265,2022,9,Goa
2022-10-01,735.0,510.7810576960701,2022,10,Goa
2022-11-01,623.0,540.7670591281927,2022,11,Goa
2022-12-01,561.0,571.5738270518106,2022,12,Goa
2023-01-01,710.0,603.2013614669236,2023,1,Goa
2023-02-01,719.0,635.6496623735318,2023,2,Goa
2023-03-01,955.0,668.9187297716352,2023,3,Goa
2023-04-01,756.0,703.0085636612338,2023,4,Goa
2023-05-01,991.0,737.9191640423276,2023,5,Goa
2023-06-01,616.0,773.6505309149165,2023,6,Goa
2023-07-01,653.0,810.2026642790007,2023,7,Goa
2023-08-01,809.0,847.5755641345801,2023,8,Goa
2023-09-01,632.0,885.7692304816547,2023,9,Goa
2023-10-01,660.0,924.7836633202245,2023,10,Goa
2023-11-01,1097.0,964.6188626502893,2023,11,Goa
2023-12-01,885.0,1005.2748284718496,2023,12,Goa
2024-01-01,932.0,1046.7515607849048,2024,1,Goa
2024-02-01,1097.0,1089.0490595894555,2024,2,Goa
2024-03-01,1918.0,1132.167324885501,2024,3,Goa
2024-04-01,988.0,1176.106356673042,2024,4,Goa
2024-05-01,819.0,1220.8661549520782,2024,5,Goa
2024-06-01,,1266.4467197226095,2024,6,Goa
2024-07-01,,1312.8480509846358,2024,7,Goa
2024-08-01,,1360.0701487381575,2024,8,Goa
2024-09-01,,1408.1130129831745,2024,9,Goa
2024-10-01,,1456.9766437196865,2024,10,Goa
2024-11-01,,1506.661040947694,2024,11,Goa
2024-12-01,,1557.1662046671963,2024,12,Goa
2025-01-01,,1608.4921348781938,2025,1,Goa
2025-02-01,,1660.6388315806867,2025,2,Goa
2025-03-01,,1713.6062947746748,2025,3,Goa
2025-04-01,,1767.394524460158,2025,4,Goa
2025-05-01,,1822.0035206371365,2025,5,Goa
2025-06-01,,1877.43328330561,2025,6,Goa
2025-07-01,,1933.6838124655787,2025,7,Goa
2025-08-01,,1990.755108117043,2025,8,Goa
2025-09-01,,2048.647170260002,2025,9,Goa
2025-10-01,,2107.359998894456,2025,10,Goa
2025-11-01,,2166.8935940204055,2025,11,Goa
2025-12-01,,2227.247955637851,2025,12,Goa
2026-01-01,,2288.4230837467912,2026,1,Goa
2026-02-01,,2350.4189783472257,2026,2,Goa
2026-03-01,,2413.2356394391563,2026,3,Goa
2026-04-01,,2476.8730670225814,2026,4,Goa
2026-05-01,,2541.3312610975026,2026,5,Goa
2026-06-01,,2606.6102216639183,2026,6,Goa
2026-07-01,,2672.7099487218293,2026,7,Goa
2026-08-01,,2739.6304422712356,2026,8,Goa
2026-09-01,,2807.371702312137,2026,9,Goa
2026-10-01,,2875.933728844534,2026,10,Goa
2026-11-01,,2945.316521868426,2026,11,Goa
2026-12-01,,3015.520081383813,2026,12,Goa
2027-01-01,,3086.5444073906956,2027,1,Goa
2027-02-01,,3158.389499889073,2027,2,Goa
2027-03-01,,3231.0553588789453,2027,3,Goa
2027-04-01,,3304.541984360313,2027,4,Goa
2027-05-01,,3378.849376333176,2027,5,Goa
2027-06-01,,3453.9775347975346,2027,6,Goa
2027-07-01,,3529.9264597533884,2027,7,Goa
2027-08-01,,3606.6961512007365,2027,8,Goa
2027-09-01,,3684.286609139581,2027,9,Goa
2027-10-01,,3762.6978335699196,2027,10,Goa
2027-11-01,,3841.9298244917536,2027,11,Goa
2027-12-01,,3921.982581905083,2027,12,Goa
2028-01-01,,4002.8561058099076,2028,1,Goa
2028-02-01,,4084.5503962062276,2028,2,Goa
2028-03-01,,4167.065453094042,2028,3,Goa
2028-04-01,,4250.4012764733525,2028,4,Goa
2028-05-01,,4334.557866344157,2028,5,Goa
2028-06-01,,4419.535222706459,2028,6,Goa
2028-07-01,,4505.333345560254,2028,7,Goa
2028-08-01,,4591.952234905545,2028,8,Goa
2028-09-01,,4679.391890742331,2028,9,Goa
2028-10-01,,4767.652313070613,2028,10,Goa
2028-11-01,,4856.733501890389,2028,11,Goa
2028-12-01,,4946.635457201661,2028,12,Goa
2029-01-01,,5037.358179004427,2029,1,Goa
2029-02-01,,5128.90166729869,2029,2,Goa
2029-03-01,,5221.265922084447,2029,3,Goa
2029-04-01,,5314.4509433616995,2029,4,Goa
2029-05-01,,5408.456731130447,2029,5,Goa
2029-06-01,,5503.28328539069,2029,6,Goa
2029-07-01,,5598.930606142428,2029,7,Goa
2029-08-01,,5695.398693385661,2029,8,Goa
2029-09-01,,5792.687547120389,2029,9,Goa
2029-10-01,,5890.797167346614,2029,10,Goa
2029-11-01,,5989.727554064332,2029,11,Goa
2029-12-01,,6089.478707273546,2029,12,Goa
2030-01-01,,6190.0506269742555,2030,1,Goa
2030-02-01,,6291.44331316646,2030,2,Goa
2030-03-01,,6393.656765850159,2030,3,Goa
2030-04-01,,6496.690985025354,2030,4,Goa
2030-05-01,,6600.545970692045,2030,5,Goa
2030-06-01,,6705.2217228502295,2030,6,Goa
2030-07-01,,6810.71824149991,2030,7,Goa
2030-08-01,,6917.035526641085,2030,8,Goa
2030-09-01,,7024.173578273756,2030,9,Goa
2030-10-01,,7132.132396397922,2030,10,Goa
2030-11-01,,7240.9119810135835,2030,11,Goa
2030-12-01,,7350.512332120739,2030,12,Goa
2019-01-01,61.0,0.0,2019,1,Gujarat
2019-02-01,87.0,0.0,2019,2,Gujarat
2019-03-01,164.0,0.0,2019,3,Gujarat
2019-04-01,112.0,0.0,2019,4,Gujarat
2019-05-01,59.0,0.0,2019,5,Gujarat
2019-06-01,85.0,0.0,2019,6,Gujarat
2019-07-01,56.0,0.0,2019,7,Gujarat
2019-08-01,45.0,0.0,2019,8,Gujarat
2019-09-01,46.0,0.0,2019,9,Gujarat
2019-10-01,72.0,0.0,2019,10,Gujarat
2019-11-01,72.0,0.0,2019,11,Gujarat
2019-12-01,84.0,0.0,2019,12,Gujarat
2020-01-01,93.0,82.43022872591655,2020,1,Gujarat
2020-02-01,53.0,188.42769237018388,2020,2,Gujarat
2020-03-01,116.0,296.8463553585143,2020,3,Gujarat
2020-04-01,6.0,407.6862176909083,2020,4,Gujarat
2020-05-01,0.0,520.9472793673656,2020,5,Gujarat
2020-06-01,103.0,636.6295403878862,2020,6,Gujarat
2020-07-01,76.0,754.7330007524704,2020,7,Gujarat
2020-08-01,192.0,875.2576604611179,2020,8,Gujarat
2020-09-01,80.0,998.203519513829,2020,9,Gujarat
2020-10-01,112.0,1123.5705779106029,2020,10,Gujarat
2020-11-01,149.0,1251.3588356514406,2020,11,Gujarat
2020-12-01,142.0,1381.5682927363418,2020,12,Gujarat
2021-01-01,178.0,1514.1989491653062,2021,1,Gujarat
2021-02-01,286.0,1649.250804938334,2021,2,Gujarat
2021-03-01,360.0,1786.7238600554256,2021,3,Gujarat
2021-04-01,201.0,1926.6181145165801,2021,4,Gujarat
2021-05-01,212.0,2068.933568321798,2021,5,Gujarat
2021-06-01,316.0,2213.6702214710795,2021,6,Gujarat
2021-07-01,473.0,2360.828073964424,2021,7,Gujarat
2021-08-01,760.0,2510.4071258018325,2021,8,Gujarat
2021-09-01,1168.0,2662.4073769833044,2021,9,Gujarat
2021-10-01,1671.0,2816.8288275088394,2021,10,Gujarat
2021-11-01,1754.0,2973.6714773784374,2021,11,Gujarat
2021-12-01,2385.0,3132.9353265920995,2021,12,Gujarat
2022-01-01,2383.0,3294.6203751498247,2022,1,Gujarat
2022-02-01,2838.0,3458.726623051613,2022,2,Gujarat
2022-03-01,4877.0,3625.254070297465,2022,3,Gujarat
2022-04-01,6970.0,3794.2027168873806,2022,4,Gujarat
2022-05-01,4670.0,3965.57256282136,2022,5,Gujarat
2022-06-01,5765.0,4139.363608099402,2022,6,Gujarat
2022-07-01,6055.0,4315.5758527215075,2022,7,Gujarat
2022-08-01,5567.0,4494.209296687675,2022,8,Gujarat
2022-09-01,5774.0,4675.263939997909,2022,9,Gujarat
2022-10-01,6933.0,4858.739782652205,2022,10,Gujarat
2022-11-01,8809.0,5044.636824650563,2022,11,Gujarat
2022-12-01,8356.0,5232.955065992986,2022,12,Gujarat
2023-01-01,6386.0,5423.694506679472,2023,1,Gujarat
2023-02-01,7154.0,5616.855146710021,2023,2,Gujarat
2023-03-01,8683.0,5812.436986084635,2023,3,Gujarat
2023-04-01,9139.0,6010.440024803311,2023,4,Gujarat
2023-05-01,10565.0,6210.864262866049,2023,5,Gujarat
2023-06-01,4984.0,6413.7097002728515,2023,6,Gujarat
2023-07-01,6298.0,6618.976337023718,2023,7,Gujarat
2023-08-01,6630.0,6826.664173118648,2023,8,Gujarat
2023-09-01,8175.0,7036.773208557641,2023,9,Gujarat
2023-10-01,9352.0,7249.303443340697,2023,10,Gujarat
2023-11-01,6286.0,7464.254877467818,2023,11,Gujarat
2023-12-01,4968.0,7681.627510939001,2023,12,Gujarat
2024-01-01,6288.0,7901.421343754248,2024,1,Gujarat
2024-02-01,5947.0,8123.636375913558,2024,2,Gujarat
2024-03-01,9807.0,8348.272607416931,2024,3,Gujarat
2024-04-01,4607.0,8575.330038264368,2024,4,Gujarat
2024-05-01,4660.0,8804.808668455868,2024,5,Gujarat
2024-06-01,,9036.708497991433,2024,6,Gujarat
2024-07-01,,9271.02952687106,2024,7,Gujarat
2024-08-01,,9507.77175509475,2024,8,Gujarat
2024-09-01,,9746.935182662502,2024,9,Gujarat
2024-10-01,,9988.51980957432,2024,10,Gujarat
2024-11-01,,10232.525635830201,2024,11,Gujarat
2024-12-01,,10478.952661430145,2024,12,Gujarat
2025-01-01,,10727.800886374152,2025,1,Gujarat
2025-02-01,,10979.070310662224,2025,2,Gujarat
2025-03-01,,11232.760934294358,2025,3,Gujarat
2025-04-01,,11488.872757270556,2025,4,Gujarat
2025-05-01,,11747.405779590816,2025,5,Gujarat
2025-06-01,,12008.36000125514,2025,6,Gujarat
2025-07-01,,12271.735422263528,2025,7,Gujarat
2025-08-01,,12537.53204261598,2025,8,Gujarat
2025-09-01,,12805.749862312494,2025,9,Gujarat
2025-10-01,,13076.38888135307,2025,10,Gujarat
2025-11-01,,13349.449099737712,2025,11,Gujarat
2025-12-01,,13624.930517466417,2025,12,Gujarat
2026-01-01,,13902.833134539185,2026,1,Gujarat
2026-02-01,,14183.156950956018,2026,2,Gujarat
2026-03-01,,14465.901966716912,2026,3,Gujarat
2026-04-01,,14751.06818182187,2026,4,Gujarat
2026-05-01,,15038.655596270892,2026,5,Gujarat
2026-06-01,,15328.664210063976,2026,6,Gujarat
2026-07-01,,15621.094023201125,2026,7,Gujarat
2026-08-01,,15915.945035682338,2026,8,Gujarat
2026-09-01,,16213.217247507613,2026,9,Gujarat
2026-10-01,,16512.91065867695,2026,10,Gujarat
2026-11-01,,16815.02526919035,2026,11,Gujarat
2026-12-01,,17119.561079047817,2026,12,Gujarat
2027-01-01,,17426.518088249344,2027,1,Gujarat
2027-02-01,,17735.896296794937,2027,2,Gujarat
2027-03-01,,18047.695704684593,2027,3,Gujarat
2027-04-01,,18361.916311918314,2027,4,Gujarat
2027-05-01,,18678.558118496094,2027,5,Gujarat
2027-06-01,,18997.62112441794,2027,6,Gujarat
2027-07-01,,19319.10532968385,2027,7,Gujarat
2027-08-01,,19643.010734293824,2027,8,Gujarat
2027-09-01,,19969.33733824786,2027,9,Gujarat
2027-10-01,,20298.08514154596,2027,10,Gujarat
2027-11-01,,20629.254144188122,2027,11,Gujarat
2027-12-01,,20962.844346174348,2027,12,Gujarat
2028-01-01,,21298.855747504636,2028,1,Gujarat
2028-02-01,,21637.28834817899,2028,2,Gujarat
2028-03-01,,21978.142148197407,2028,3,Gujarat
2028-04-01,,22321.417147559885,2028,4,Gujarat
2028-05-01,,22667.11334626643,2028,5,Gujarat
2028-06-01,,23015.230744317036,2028,6,Gujarat
2028-07-01,,23365.769341711704,2028,7,Gujarat
2028-08-01,,23718.72913845044,2028,8,Gujarat
2028-09-01,,24074.110134533235,2028,9,Gujarat
2028-10-01,,24431.912329960094,2028,10,Gujarat
2028-11-01,,24792.13572473102,2028,11,Gujarat
2028-12-01,,25154.780318846006,2028,12,Gujarat
2029-01-01,,25519.846112305055,2029,1,Gujarat
2029-02-01,,25887.33310510817,2029,2,Gujarat
2029-03-01,,26257.241297255347,2029,3,Gujarat
2029-04-01,,26629.57068874659,2029,4,Gujarat
2029-05-01,,27004.32127958189,2029,5,Gujarat
2029-06-01,,27381.493069761258,2029,6,Gujarat
2029-07-01,,27761.086059284688,2029,7,Gujarat
2029-08-01,,28143.100248152183,2029,8,Gujarat
2029-09-01,,28527.53563636374,2029,9,Gujarat
2029-10-01,,28914.39222391936,2029,10,Gujarat
2029-11-01,,29303.670010819045,2029,11,Gujarat
2029-12-01,,29695.368997062793,2029,12,Gujarat
2030-01-01,,30089.489182650603,2030,1,Gujarat
2030-02-01,,30486.03056758248,2030,2,Gujarat
2030-03-01,,30884.993151858416,2030,3,Gujarat
2030-04-01,,31286.376935478416,2030,4,Gujarat
2030-05-01,,31690.181918442482,2030,5,Gujarat
2030-06-01,,32096.40810075061,2030,6,Gujarat
2030-07-01,,32505.0554824028,2030,7,Gujarat
2030-08-01,,32916.12406339905,2030,8,Gujarat
2030-09-01,,33329.613843739375,2030,9,Gujarat
2030-10-01,,33745.52482342375,2030,10,Gujarat
2030-11-01,,34163.8570024522,2030,11,Gujarat
2030-12-01,,34584.610380824706,2030,12,Gujarat
2019-01-01,486.0,181.89853706922463,2019,1,Haryana
2019-02-01,416.0,187.35999096598127,2019,2,Haryana
2019-03-01,637.0,194.3171813779679,2019,3,Haryana
2019-04-01,556.0,202.77010830518455,2019,4,Haryana
2019-05-01,300.0,212.7187717476312,2019,5,Haryana
2019-06-01,235.0,224.16317170530786,2019,6,Haryana
2019-07-01,335.0,237.10330817821452,2019,7,Haryana
2019-08-01,379.0,251.53918116635117,2019,8,Haryana
2019-09-01,484.0,267.47079066971787,2019,9,Haryana
2019-10-01,383.0,284.89813668831454,2019,10,Haryana
2019-11-01,485.0,303.82121922214117,2019,11,Haryana
2019-12-01,412.0,324.2400382711979,2019,12,Haryana
2020-01-01,370.0,346.15459383548455,2020,1,Haryana
2020-02-01,433.0,369.56488591500124,2020,2,Haryana
2020-03-01,304.0,394.47091450974796,2020,3,Haryana
2020-04-01,48.0,420.87267961972464,2020,4,Haryana
2020-05-01,20.0,448.77018124493134,2020,5,Haryana
2020-06-01,135.0,478.16341938536806,2020,6,Haryana
2020-07-01,199.0,509.05239404103474,2020,7,Haryana
2020-08-01,285.0,541.4371052119316,2020,8,Haryana
2020-09-01,293.0,575.3175528980582,2020,9,Haryana
2020-10-01,228.0,610.6937370994149,2020,10,Haryana
2020-11-01,228.0,647.5656578160017,2020,11,Haryana
2020-12-01,438.0,685.9333150478184,2020,12,Haryana
2021-01-01,254.0,725.7967087948651,2021,1,Haryana
2021-02-01,374.0,767.1558390571419,2021,2,Haryana
2021-03-01,523.0,810.0107058346487,2021,3,Haryana
2021-04-01,490.0,854.3613091273854,2021,4,Haryana
2021-05-01,57.0,900.2076489353522,2021,5,Haryana
2021-06-01,352.0,947.5497252585488,2021,6,Haryana
2021-07-01,423.0,996.3875380969756,2021,7,Haryana
2021-08-01,860.0,1046.7210874506325,2021,8,Haryana
2021-09-01,1263.0,1098.5503733195192,2021,9,Haryana
2021-10-01,1172.0,1151.875395703636,2021,10,Haryana
2021-11-01,1479.0,1206.6961546029827,2021,11,Haryana
2021-12-01,1396.0,1263.0126500175595,2021,12,Haryana
2022-01-01,1288.0,1320.8248819473663,2022,1,Haryana
2022-02-01,1256.0,1380.132850392403,2022,2,Haryana
2022-03-01,1781.0,1440.93655535267,2022,3,Haryana
2022-04-01,1969.0,1503.2359968281667,2022,4,Haryana
2022-05-01,2276.0,1567.0311748188935,2022,5,Haryana
2022-06-01,2192.0,1632.3220893248504,2022,6,Haryana
2022-07-01,2037.0,1699.1087403460372,2022,7,Haryana
2022-08-01,2388.0,1767.391127882454,2022,8,Haryana
2022-09-01,2247.0,1837.1692519341009,2022,9,Haryana
2022-10-01,2740.0,1908.4431125009776,2022,10,Haryana
2022-11-01,3042.0,1981.2127095830845,2022,11,Haryana
2022-12-01,2577.0,2055.478043180421,2022,12,Haryana
2023-01-01,2212.0,2131.239113292988,2023,1,Haryana
2023-02-01,2316.0,2208.495919920785,2023,2,Haryana
2023-03-01,2643.0,2287.248463063812,2023,3,Haryana
2023-04-01,2643.0,2367.496742722069,2023,4,Haryana
2023-05-01,3068.0,2449.2407588955557,2023,5,Haryana
