State,Date,Year,Month,EV_Registrations
Andaman And Nicobar Islands,2019-05-01,2019,5,2.0
Andaman And Nicobar Islands,2020-02-01,2020,2,3.0
Andaman And Nicobar Islands,2020-06-01,2020,6,10.0
Andaman And Nicobar Islands,2020-07-01,2020,7,15.0
Andaman And Nicobar Islands,2020-09-01,2020,9,1.0
Andaman And Nicobar Islands,2020-10-01,2020,10,3.0
Andaman And Nicobar Islands,2020-11-01,2020,11,2.0
Andaman And Nicobar Islands,2020-12-01,2020,12,2.0
Andaman And Nicobar Islands,2021-01-01,2021,1,15.0
Andaman And Nicobar Islands,2021-02-01,2021,2,26.0
Andaman And Nicobar Islands,2021-03-01,2021,3,31.0
Andaman And Nicobar Islands,2021-04-01,2021,4,9.0
Andaman And Nicobar Islands,2021-07-01,2021,7,8.0
Andaman And Nicobar Islands,2021-08-01,2021,8,1.0
Andaman And Nicobar Islands,2021-10-01,2021,10,1.0
Andaman And Nicobar Islands,2021-12-01,2021,12,1.0
Andaman And Nicobar Islands,2022-03-01,2022,3,2.0
Andaman And Nicobar Islands,2022-04-01,2022,4,1.0
Andaman And Nicobar Islands,2022-11-01,2022,11,7.0
Andaman And Nicobar Islands,2022-12-01,2022,12,13.0
Andaman And Nicobar Islands,2023-03-01,2023,3,2.0
Andaman And Nicobar Islands,2023-04-01,2023,4,1.0
Andaman And Nicobar Islands,2023-06-01,2023,6,1.0
Andaman And Nicobar Islands,2023-07-01,2023,7,3.0
Andaman And Nicobar Islands,2023-08-01,2023,8,3.0
Andaman And Nicobar Islands,2023-09-01,2023,9,1.0
Andaman And Nicobar Islands,2023-10-01,2023,10,2.0
Andaman And Nicobar Islands,2023-11-01,2023,11,4.0
Andaman And Nicobar Islands,2023-12-01,2023,12,9.0
Andaman And Nicobar Islands,2024-01-01,2024,1,3.0
Andaman And Nicobar Islands,2024-02-01,2024,2,6.0
Andaman And Nicobar Islands,2024-03-01,2024,3,3.0
Andaman And Nicobar Islands,2024-04-01,2024,4,13.0
Andaman And Nicobar Islands,2024-05-01,2024,5,4.0
Andhra Pradesh,2019-01-01,2019,1,195.0
Andhra Pradesh,2019-02-01,2019,2,294.0
Andhra Pradesh,2019-03-01,2019,3,367.0
Andhra Pradesh,2019-04-01,2019,4,279.0
Andhra Pradesh,2019-05-01,2019,5,78.0
Andhra Pradesh,2019-06-01,2019,6,189.0
Andhra Pradesh,2019-07-01,2019,7,75.0
Andhra Pradesh,2019-08-01,2019,8,151.0
Andhra Pradesh,2019-09-01,2019,9,64.0
Andhra Pradesh,2019-10-01,2019,10,118.0
Andhra Pradesh,2019-11-01,2019,11,124.0
Andhra Pradesh,2019-12-01,2019,12,248.0
Andhra Pradesh,2020-01-01,2020,1,158491.0
Andhra Pradesh,2020-02-01,2020,2,49827.0
Andhra Pradesh,2020-03-01,2020,3,42310.0
Andhra Pradesh,2020-04-01,2020,4,2933.0
Andhra Pradesh,2020-05-01,2020,5,3931.0
Andhra Pradesh,2020-06-01,2020,6,19546.0
Andhra Pradesh,2020-07-01,2020,7,22185.0
Andhra Pradesh,2020-08-01,2020,8,25870.0
Andhra Pradesh,2020-09-01,2020,9,34306.0
Andhra Pradesh,2020-10-01,2020,10,34540.0
Andhra Pradesh,2020-11-01,2020,11,38393.0
Andhra Pradesh,2020-12-01,2020,12,47857.0
Andhra Pradesh,2021-01-01,2021,1,348930.0
Andhra Pradesh,2021-02-01,2021,2,40527.0
Andhra Pradesh,2021-03-01,2021,3,57260.0
Andhra Pradesh,2021-04-01,2021,4,30651.0
Andhra Pradesh,2021-05-01,2021,5,7490.0
Andhra Pradesh,2021-06-01,2021,6,25211.0
Andhra Pradesh,2021-07-01,2021,7,41510.0
Andhra Pradesh,2021-08-01,2021,8,62500.0
Andhra Pradesh,2021-09-01,2021,9,68308.0
Andhra Pradesh,2021-10-01,2021,10,83005.0
Andhra Pradesh,2021-11-01,2021,11,91424.0
Andhra Pradesh,2021-12-01,2021,12,108543.0
Andhra Pradesh,2022-01-01,2022,1,104757.0
Andhra Pradesh,2022-02-01,2022,2,118541.0
Andhra Pradesh,2022-03-01,2022,3,169418.0
Andhra Pradesh,2022-04-01,2022,4,158112.0
Andhra Pradesh,2022-05-01,2022,5,141570.0
Andhra Pradesh,2022-06-01,2022,6,153606.0
Andhra Pradesh,2022-07-01,2022,7,153740.0
Andhra Pradesh,2022-08-01,2022,8,180003.0
Andhra Pradesh,2022-09-01,2022,9,192160.0
Andhra Pradesh,2022-10-01,2022,10,237657.0
Andhra Pradesh,2022-11-01,2022,11,246102.0
Andhra Pradesh,2022-12-01,2022,12,212933.0
Andhra Pradesh,2023-01-01,2023,1,2949.0
Andhra Pradesh,2023-02-01,2023,2,3272.0
Andhra Pradesh,2023-03-01,2023,3,3913.0
Andhra Pradesh,2023-04-01,2023,4,3943.0
Andhra Pradesh,2023-05-01,2023,5,4765.0
Andhra Pradesh,2023-06-01,2023,6,1370.0
Andhra Pradesh,2023-07-01,2023,7,1749.0
Andhra Pradesh,2023-08-01,2023,8,2086.0
Andhra Pradesh,2023-09-01,2023,9,1654.0
Andhra Pradesh,2023-10-01,2023,10,2079.0
Andhra Pradesh,2023-11-01,2023,11,2341.0
Andhra Pradesh,2023-12-01,2023,12,2746.0
Andhra Pradesh,2024-01-01,2024,1,2704.0
Andhra Pradesh,2024-02-01,2024,2,3170.0
Andhra Pradesh,2024-03-01,2024,3,7850.0
Andhra Pradesh,2024-04-01,2024,4,3478.0
Andhra Pradesh,2024-05-01,2024,5,6054.0
Arunachal Pradesh,2019-12-01,2019,12,1.0
Arunachal Pradesh,2020-01-01,2020,1,16855.0
Arunachal Pradesh,2020-02-01,2020,2,16572.0
Arunachal Pradesh,2020-03-01,2020,3,14069.0
Arunachal Pradesh,2020-04-01,2020,4,975.0
Arunachal Pradesh,2020-05-01,2020,5,1310.0
Arunachal Pradesh,2020-06-01,2020,6,6490.0
Arunachal Pradesh,2020-07-01,2020,7,7799.0
Arunachal Pradesh,2020-08-01,2020,8,8559.0
Arunachal Pradesh,2020-09-01,2020,9,11350.0
Arunachal Pradesh,2020-10-01,2020,10,11454.0
Arunachal Pradesh,2020-11-01,2020,11,13385.0
Arunachal Pradesh,2020-12-01,2020,12,15855.0
Arunachal Pradesh,2021-01-01,2021,1,17031.0
Arunachal Pradesh,2021-02-01,2021,2,20067.0
Arunachal Pradesh,2021-03-01,2021,3,28110.0
Arunachal Pradesh,2021-04-01,2021,4,15023.0
Arunachal Pradesh,2021-05-01,2021,5,3605.0
Arunachal Pradesh,2021-06-01,2021,6,12333.0
Arunachal Pradesh,2021-07-01,2021,7,28168.0
Arunachal Pradesh,2021-08-01,2021,8,30835.0
Arunachal Pradesh,2021-09-01,2021,9,36603.0
Arunachal Pradesh,2021-10-01,2021,10,40961.0
Arunachal Pradesh,2021-11-01,2021,11,45095.0
Arunachal Pradesh,2021-12-01,2021,12,53755.0
Arunachal Pradesh,2022-01-01,2022,1,51496.0
Arunachal Pradesh,2022-02-01,2022,2,58100.0
Arunachal Pradesh,2022-03-01,2022,3,83103.0
Arunachal Pradesh,2022-04-01,2022,4,77617.0
Arunachal Pradesh,2022-05-01,2022,5,69919.0
Arunachal Pradesh,2022-06-01,2022,6,75882.0
Arunachal Pradesh,2022-07-01,2022,7,80879.0
Arunachal Pradesh,2022-08-01,2022,8,89012.0
Arunachal Pradesh,2022-09-01,2022,9,94914.0
Arunachal Pradesh,2022-10-01,2022,10,117499.0
Arunachal Pradesh,2022-11-01,2022,11,121596.0
Arunachal Pradesh,2022-12-01,2022,12,105006.0
Arunachal Pradesh,2023-01-01,2023,1,102883.0
Arunachal Pradesh,2023-02-01,2023,2,107220.0
Arunachal Pradesh,2023-03-01,2023,3,140920.0
Arunachal Pradesh,2023-04-01,2023,4,111358.0
Arunachal Pradesh,2023-05-01,2023,5,158463.0
Arunachal Pradesh,2023-06-01,2023,6,102645.0
Arunachal Pradesh,2023-07-01,2023,7,116627.0
Arunachal Pradesh,2023-08-01,2023,8,127204.0
Arunachal Pradesh,2023-09-01,2023,9,128556.0
Arunachal Pradesh,2023-10-01,2023,10,140368.0
Arunachal Pradesh,2023-11-01,2023,11,154131.0
Arunachal Pradesh,2023-12-01,2023,12,141930.0
Arunachal Pradesh,2024-01-01,2024,1,7.0
Arunachal Pradesh,2024-02-01,2024,2,4.0
Arunachal Pradesh,2024-03-01,2024,3,1.0
Arunachal Pradesh,2024-04-01,2024,4,2.0
Arunachal Pradesh,2024-05-01,2024,5,1.0
Assam,2019-01-01,2019,1,436.0
Assam,2019-02-01,2019,2,529.0
Assam,2019-03-01,2019,3,644.0
Assam,2019-04-01,2019,4,600.0
Assam,2019-05-01,2019,5,783.0
Assam,2019-06-01,2019,6,837.0
Assam,2019-07-01,2019,7,888.0
Assam,2019-08-01,2019,8,939.0
Assam,2019-09-01,2019,9,1089.0
Assam,2019-10-01,2019,10,994.0
Assam,2019-11-01,2019,11,1242.0
Assam,2019-12-01,2019,12,955.0
Assam,2020-01-01,2020,1,726.0
Assam,2020-02-01,2020,2,1188.0
Assam,2020-03-01,2020,3,815.0
Assam,2020-04-01,2020,4,10.0
Assam,2020-05-01,2020,5,129.0
Assam,2020-06-01,2020,6,545.0
Assam,2020-07-01,2020,7,598.0
Assam,2020-08-01,2020,8,644.0
Assam,2020-09-01,2020,9,582.0
Assam,2020-10-01,2020,10,1004.0
Assam,2020-11-01,2020,11,1003.0
Assam,2020-12-01,2020,12,1057.0
Assam,2021-01-01,2021,1,887.0
Assam,2021-02-01,2021,2,1078.0
Assam,2021-03-01,2021,3,1472.0
Assam,2021-04-01,2021,4,1084.0
Assam,2021-05-01,2021,5,406.0
Assam,2021-06-01,2021,6,377.0
Assam,2021-07-01,2021,7,942.0
Assam,2021-08-01,2021,8,1031.0
Assam,2021-09-01,2021,9,1485.0
Assam,2021-10-01,2021,10,1966.0
Assam,2021-11-01,2021,11,2026.0
Assam,2021-12-01,2021,12,2637.0
Assam,2022-01-01,2022,1,4002.0
Assam,2022-02-01,2022,2,2563.0
Assam,2022-03-01,2022,3,3461.0
Assam,2022-04-01,2022,4,3114.0
Assam,2022-05-01,2022,5,3276.0
Assam,2022-06-01,2022,6,3154.0
Assam,2022-07-01,2022,7,3156.0
Assam,2022-08-01,2022,8,3479.0
Assam,2022-09-01,2022,9,4259.0
Assam,2022-10-01,2022,10,3382.0
Assam,2022-11-01,2022,11,4295.0
Assam,2022-12-01,2022,12,4117.0
Assam,2023-01-01,2023,1,3450.0
Assam,2023-02-01,2023,2,4195.0
Assam,2023-03-01,2023,3,4985.0
Assam,2023-04-01,2023,4,3971.0
Assam,2023-05-01,2023,5,5774.0
Assam,2023-06-01,2023,6,5070.0
Assam,2023-07-01,2023,7,5254.0
Assam,2023-08-01,2023,8,5548.0
Assam,2023-09-01,2023,9,6478.0
Assam,2023-10-01,2023,10,6057.0
Assam,2023-11-01,2023,11,4582.0
Assam,2023-12-01,2023,12,4521.0
Assam,2024-01-01,2024,1,4738.0
Assam,2024-02-01,2024,2,4599.0
Assam,2024-03-01,2024,3,6339.0
Assam,2024-04-01,2024,4,4025.0
Assam,2024-05-01,2024,5,5361.0
Bihar,2019-01-01,2019,1,796.0
Bihar,2019-02-01,2019,2,1039.0
Bihar,2019-03-01,2019,3,881.0
Bihar,2019-04-01,2019,4,735.0
Bihar,2019-05-01,2019,5,593.0
Bihar,2019-06-01,2019,6,548.0
Bihar,2019-07-01,2019,7,1124.0
Bihar,2019-08-01,2019,8,947.0
Bihar,2019-09-01,2019,9,1581.0
Bihar,2019-10-01,2019,10,1372.0
Bihar,2019-11-01,2019,11,1618.0
Bihar,2019-12-01,2019,12,1623.0
Bihar,2020-01-01,2020,1,18133.0
Bihar,2020-02-01,2020,2,18066.0
Bihar,2020-03-01,2020,3,15728.0
Bihar,2020-04-01,2020,4,996.0
Bihar,2020-05-01,2020,5,1358.0
Bihar,2020-06-01,2020,6,7334.0
Bihar,2020-07-01,2020,7,8460.0
Bihar,2020-08-01,2020,8,9490.0
Bihar,2020-09-01,2020,9,12887.0
Bihar,2020-10-01,2020,10,12711.0
Bihar,2020-11-01,2020,11,14398.0
Bihar,2020-12-01,2020,12,17404.0
Bihar,2021-01-01,2021,1,1705.0
Bihar,2021-02-01,2021,2,1592.0
Bihar,2021-03-01,2021,3,2045.0
Bihar,2021-04-01,2021,4,997.0
Bihar,2021-05-01,2021,5,229.0
Bihar,2021-06-01,2021,6,749.0
Bihar,2021-07-01,2021,7,1825.0
Bihar,2021-08-01,2021,8,1897.0
Bihar,2021-09-01,2021,9,2344.0
Bihar,2021-10-01,2021,10,3173.0
Bihar,2021-11-01,2021,11,3075.0
Bihar,2021-12-01,2021,12,3453.0
Bihar,2022-01-01,2022,1,3030.0
Bihar,2022-02-01,2022,2,2768.0
Bihar,2022-03-01,2022,3,4735.0
Bihar,2022-04-01,2022,4,2808.0
Bihar,2022-05-01,2022,5,3308.0
Bihar,2022-06-01,2022,6,3898.0
Bihar,2022-07-01,2022,7,3982.0
Bihar,2022-08-01,2022,8,5479.0
Bihar,2022-09-01,2022,9,7064.0
Bihar,2022-10-01,2022,10,6193.0
Bihar,2022-11-01,2022,11,6111.0
Bihar,2022-12-01,2022,12,6377.0
Bihar,2023-01-01,2023,1,5022.0
Bihar,2023-02-01,2023,2,5864.0
Bihar,2023-03-01,2023,3,6502.0
Bihar,2023-04-01,2023,4,5227.0
Bihar,2023-05-01,2023,5,6672.0
Bihar,2023-06-01,2023,6,6140.0
Bihar,2023-07-01,2023,7,7609.0
Bihar,2023-08-01,2023,8,7808.0
Bihar,2023-09-01,2023,9,9393.0
Bihar,2023-10-01,2023,10,9727.0
Bihar,2023-11-01,2023,11,8953.0
Bihar,2023-12-01,2023,12,9301.0
Bihar,2024-01-01,2024,1,8377.0
Bihar,2024-02-01,2024,2,7714.0
Bihar,2024-03-01,2024,3,9546.0
Bihar,2024-04-01,2024,4,7106.0
Bihar,2024-05-01,2024,5,7923.0
Chandigarh,2019-01-01,2019,1,13.0
Chandigarh,2019-02-01,2019,2,10.0
Chandigarh,2019-03-01,2019,3,16.0
Chandigarh,2019-04-01,2019,4,16.0
Chandigarh,2019-05-01,2019,5,9.0
Chandigarh,2019-06-01,2019,6,162.0
Chandigarh,2019-07-01,2019,7,30.0
Chandigarh,2019-08-01,2019,8,118.0
Chandigarh,2019-09-01,2019,9,25.0
Chandigarh,2019-10-01,2019,10,32.0
Chandigarh,2019-11-01,2019,11,30.0
Chandigarh,2019-12-01,2019,12,45.0
Chandigarh,2020-01-01,2020,1,33.0
Chandigarh,2020-02-01,2020,2,23.0
Chandigarh,2020-03-01,2020,3,7.0
Chandigarh,2020-04-01,2020,4,23.0
Chandigarh,2020-06-01,2020,6,15.0
Chandigarh,2020-07-01,2020,7,17.0
Chandigarh,2020-08-01,2020,8,58.0
Chandigarh,2020-09-01,2020,9,83.0
Chandigarh,2020-10-01,2020,10,40.0
Chandigarh,2020-11-01,2020,11,38.0
Chandigarh,2020-12-01,2020,12,32.0
Chandigarh,2021-01-01,2021,1,26.0
Chandigarh,2021-02-01,2021,2,20.0
Chandigarh,2021-03-01,2021,3,56.0
Chandigarh,2021-04-01,2021,4,42.0
Chandigarh,2021-05-01,2021,5,7.0
Chandigarh,2021-06-01,2021,6,34.0
Chandigarh,2021-07-01,2021,7,58.0
Chandigarh,2021-08-01,2021,8,58.0
Chandigarh,2021-09-01,2021,9,72.0
Chandigarh,2021-10-01,2021,10,109.0
Chandigarh,2021-11-01,2021,11,144.0
Chandigarh,2021-12-01,2021,12,109.0
Chandigarh,2022-01-01,2022,1,72.0
Chandigarh,2022-02-01,2022,2,102.0
Chandigarh,2022-03-01,2022,3,175.0
Chandigarh,2022-04-01,2022,4,123.0
Chandigarh,2022-05-01,2022,5,166.0
Chandigarh,2022-06-01,2022,6,223.0
Chandigarh,2022-07-01,2022,7,235.0
Chandigarh,2022-08-01,2022,8,240.0
Chandigarh,2022-09-01,2022,9,232.0
Chandigarh,2022-10-01,2022,10,352.0
Chandigarh,2022-11-01,2022,11,415.0
Chandigarh,2022-12-01,2022,12,385.0
Chandigarh,2023-01-01,2023,1,459.0
Chandigarh,2023-02-01,2023,2,406.0
Chandigarh,2023-03-01,2023,3,667.0
Chandigarh,2023-04-01,2023,4,352.0
Chandigarh,2023-05-01,2023,5,530.0
Chandigarh,2023-06-01,2023,6,459.0
Chandigarh,2023-07-01,2023,7,470.0
Chandigarh,2023-08-01,2023,8,527.0
Chandigarh,2023-09-01,2023,9,579.0
Chandigarh,2023-10-01,2023,10,605.0
Chandigarh,2023-11-01,2023,11,680.0
Chandigarh,2023-12-01,2023,12,673.0
Chandigarh,2024-01-01,2024,1,573.0
Chandigarh,2024-02-01,2024,2,473.0
Chandigarh,2024-03-01,2024,3,626.0
Chandigarh,2024-04-01,2024,4,354.0
Chandigarh,2024-05-01,2024,5,424.0
Chhattisgarh,2019-01-01,2019,1,252.0
Chhattisgarh,2019-02-01,2019,2,330.0
Chhattisgarh,2019-03-01,2019,3,446.0
Chhattisgarh,2019-04-01,2019,4,227.0
Chhattisgarh,2019-05-01,2019,5,149.0
Chhattisgarh,2019-06-01,2019,6,128.0
Chhattisgarh,2019-07-01,2019,7,179.0
Chhattisgarh,2019-08-01,2019,8,171.0
Chhattisgarh,2019-09-01,2019,9,200.0
Chhattisgarh,2019-10-01,2019,10,210.0
Chhattisgarh,2019-11-01,2019,11,241.0
Chhattisgarh,2019-12-01,2019,12,218.0
Chhattisgarh,2020-01-01,2020,1,216.0
Chhattisgarh,2020-02-01,2020,2,176.0
Chhattisgarh,2020-03-01,2020,3,164.0
Chhattisgarh,2020-04-01,2020,4,4.0
Chhattisgarh,2020-05-01,2020,5,20.0
Chhattisgarh,2020-06-01,2020,6,137.0
Chhattisgarh,2020-07-01,2020,7,98.0
Chhattisgarh,2020-08-01,2020,8,68.0
Chhattisgarh,2020-09-01,2020,9,111.0
Chhattisgarh,2020-10-01,2020,10,122.0
Chhattisgarh,2020-11-01,2020,11,232.0
Chhattisgarh,2020-12-01,2020,12,141.0
Chhattisgarh,2021-01-01,2021,1,166.0
Chhattisgarh,2021-02-01,2021,2,237.0
Chhattisgarh,2021-03-01,2021,3,349.0
Chhattisgarh,2021-04-01,2021,4,71.0
Chhattisgarh,2021-05-01,2021,5,18.0
Chhattisgarh,2021-06-01,2021,6,228.0
Chhattisgarh,2021-07-01,2021,7,388.0
Chhattisgarh,2021-08-01,2021,8,385.0
Chhattisgarh,2021-09-01,2021,9,431.0
Chhattisgarh,2021-10-01,2021,10,485.0
Chhattisgarh,2021-11-01,2021,11,705.0
Chhattisgarh,2021-12-01,2021,12,753.0
Chhattisgarh,2022-01-01,2022,1,885.0
Chhattisgarh,2022-02-01,2022,2,876.0
Chhattisgarh,2022-03-01,2022,3,1305.0
Chhattisgarh,2022-04-01,2022,4,1776.0
Chhattisgarh,2022-05-01,2022,5,1197.0
Chhattisgarh,2022-06-01,2022,6,1508.0
Chhattisgarh,2022-07-01,2022,7,1829.0
Chhattisgarh,2022-08-01,2022,8,1860.0
Chhattisgarh,2022-09-01,2022,9,1767.0
Chhattisgarh,2022-10-01,2022,10,3211.0
Chhattisgarh,2022-11-01,2022,11,3526.0
Chhattisgarh,2022-12-01,2022,12,2625.0
Chhattisgarh,2023-01-01,2023,1,2644.0
Chhattisgarh,2023-02-01,2023,2,2630.0
Chhattisgarh,2023-03-01,2023,3,3139.0
Chhattisgarh,2023-04-01,2023,4,2418.0
Chhattisgarh,2023-05-01,2023,5,3575.0
Chhattisgarh,2023-06-01,2023,6,2348.0
Chhattisgarh,2023-07-01,2023,7,2789.0
Chhattisgarh,2023-08-01,2023,8,3337.0
Chhattisgarh,2023-09-01,2023,9,3349.0
Chhattisgarh,2023-10-01,2023,10,3479.0
Chhattisgarh,2023-11-01,2023,11,5470.0
Chhattisgarh,2023-12-01,2023,12,3053.0
Chhattisgarh,2024-01-01,2024,1,3674.0
Chhattisgarh,2024-02-01,2024,2,3487.0
Chhattisgarh,2024-03-01,2024,3,5096.0
Chhattisgarh,2024-04-01,2024,4,2819.0
Chhattisgarh,2024-05-01,2024,5,2772.0
Delhi,2019-01-01,2019,1,1918.0
Delhi,2019-02-01,2019,2,1525.0
Delhi,2019-03-01,2019,3,1910.0
Delhi,2019-04-01,2019,4,1545.0
Delhi,2019-05-01,2019,5,1456.0
Delhi,2019-06-01,2019,6,1478.0
Delhi,2019-07-01,2019,7,1671.0
Delhi,2019-08-01,2019,8,1979.0
Delhi,2019-09-01,2019,9,2230.0
Delhi,2019-10-01,2019,10,2471.0
Delhi,2019-11-01,2019,11,2762.0
Delhi,2019-12-01,2019,12,2277.0
Delhi,2020-01-01,2020,1,19184.0
Delhi,2020-02-01,2020,2,18475.0
Delhi,2020-03-01,2020,3,15282.0
Delhi,2020-04-01,2020,4,982.0
Delhi,2020-05-01,2020,5,1427.0
Delhi,2020-06-01,2020,6,6988.0
Delhi,2020-07-01,2020,7,8398.0
Delhi,2020-08-01,2020,8,9243.0
Delhi,2020-09-01,2020,9,11956.0
Delhi,2020-10-01,2020,10,12406.0
Delhi,2020-11-01,2020,11,14832.0
Delhi,2020-12-01,2020,12,1341.0
Delhi,2021-01-01,2021,1,1445.0
Delhi,2021-02-01,2021,2,1599.0
Delhi,2021-03-01,2021,3,2202.0
Delhi,2021-04-01,2021,4,1121.0
Delhi,2021-05-01,2021,5,2.0
Delhi,2021-06-01,2021,6,943.0
Delhi,2021-07-01,2021,7,2408.0
Delhi,2021-08-01,2021,8,2608.0
Delhi,2021-09-01,2021,9,2879.0
Delhi,2021-10-01,2021,10,3287.0
Delhi,2021-11-01,2021,11,3528.0
Delhi,2021-12-01,2021,12,3791.0
Delhi,2022-01-01,2022,1,3408.0
Delhi,2022-02-01,2022,2,4548.0
Delhi,2022-03-01,2022,3,5994.0
Delhi,2022-04-01,2022,4,3962.0
Delhi,2022-05-01,2022,5,3508.0
Delhi,2022-06-01,2022,6,4459.0
Delhi,2022-07-01,2022,7,5596.0
Delhi,2022-08-01,2022,8,4591.0
Delhi,2022-09-01,2022,9,4814.0
Delhi,2022-10-01,2022,10,8154.0
Delhi,2022-11-01,2022,11,6156.0
Delhi,2022-12-01,2022,12,7066.0
Delhi,2023-01-01,2023,1,5572.0
Delhi,2023-02-01,2023,2,5267.0
Delhi,2023-03-01,2023,3,7969.0
Delhi,2023-04-01,2023,4,5184.0
Delhi,2023-05-01,2023,5,7632.0
Delhi,2023-06-01,2023,6,4907.0
Delhi,2023-07-01,2023,7,4917.0
Delhi,2023-08-01,2023,8,4940.0
Delhi,2023-09-01,2023,9,4840.0
Delhi,2023-10-01,2023,10,6029.0
Delhi,2023-11-01,2023,11,6919.0
Delhi,2023-12-01,2023,12,9481.0
Delhi,2024-01-01,2024,1,7601.0
Delhi,2024-02-01,2024,2,5641.0
Delhi,2024-03-01,2024,3,10849.0
Delhi,2024-04-01,2024,4,5263.0
Delhi,2024-05-01,2024,5,4989.0
Goa,2019-01-01,2019,1,3.0
Goa,2019-02-01,2019,2,2.0
Goa,2019-03-01,2019,3,4.0
Goa,2019-05-01,2019,5,4.0
Goa,2019-07-01,2019,7,6.0
Goa,2019-08-01,2019,8,3.0
Goa,2019-09-01,2019,9,2.0
Goa,2019-10-01,2019,10,2.0
Goa,2019-11-01,2019,11,10.0
Goa,2019-12-01,2019,12,5.0
Goa,2020-01-01,2020,1,2.0
Goa,2020-02-01,2020,2,3.0
Goa,2020-03-01,2020,3,2.0
Goa,2020-05-01,2020,5,2.0
Goa,2020-06-01,2020,6,3.0
Goa,2020-07-01,2020,7,1.0
Goa,2020-08-01,2020,8,4.0
Goa,2020-09-01,2020,9,7.0
Goa,2020-10-01,2020,10,19.0
Goa,2020-11-01,2020,11,24.0
Goa,2020-12-01,2020,12,15.0
Goa,2021-01-01,2021,1,34.0
Goa,2021-02-01,2021,2,47.0
Goa,2021-03-01,2021,3,85.0
Goa,2021-04-01,2021,4,56.0
Goa,2021-05-01,2021,5,35.0
Goa,2021-06-01,2021,6,43.0
Goa,2021-07-01,2021,7,78.0
Goa,2021-08-01,2021,8,45.0
Goa,2021-09-01,2021,9,117.0
Goa,2021-10-01,2021,10,201.0
Goa,2021-11-01,2021,11,203.0
Goa,2021-12-01,2021,12,177.0
Goa,2022-01-01,2022,1,220.0
Goa,2022-02-01,2022,2,329.0
Goa,2022-03-01,2022,3,329.0
Goa,2022-04-01,2022,4,422.0
Goa,2022-05-01,2022,5,496.0
Goa,2022-06-01,2022,6,438.0
Goa,2022-07-01,2022,7,679.0
Goa,2022-08-01,2022,8,348.0
Goa,2022-09-01,2022,9,446.0
Goa,2022-10-01,2022,10,735.0
Goa,2022-11-01,2022,11,623.0
Goa,2022-12-01,2022,12,561.0
Goa,2023-01-01,2023,1,710.0
Goa,2023-02-01,2023,2,719.0
Goa,2023-03-01,2023,3,955.0
Goa,2023-04-01,2023,4,756.0
Goa,2023-05-01,2023,5,991.0
Goa,2023-06-01,2023,6,616.0
Goa,2023-07-01,2023,7,653.0
Goa,2023-08-01,2023,8,809.0
Goa,2023-09-01,2023,9,632.0
Goa,2023-10-01,2023,10,660.0
Goa,2023-11-01,2023,11,1097.0
Goa,2023-12-01,2023,12,885.0
Goa,2024-01-01,2024,1,932.0
Goa,2024-02-01,2024,2,1097.0
Goa,2024-03-01,2024,3,1918.0
Goa,2024-04-01,2024,4,988.0
Goa,2024-05-01,2024,5,819.0
Gujarat,2019-01-01,2019,1,61.0
Gujarat,2019-02-01,2019,2,87.0
Gujarat,2019-03-01,2019,3,164.0
Gujarat,2019-04-01,2019,4,112.0
Gujarat,2019-05-01,2019,5,59.0
Gujarat,2019-06-01,2019,6,85.0
Gujarat,2019-07-01,2019,7,56.0
Gujarat,2019-08-01,2019,8,45.0
Gujarat,2019-09-01,2019,9,46.0
Gujarat,2019-10-01,2019,10,72.0
Gujarat,2019-11-01,2019,11,72.0
Gujarat,2019-12-01,2019,12,84.0
Gujarat,2020-01-01,2020,1,93.0
Gujarat,2020-02-01,2020,2,53.0
Gujarat,2020-03-01,2020,3,116.0
Gujarat,2020-04-01,2020,4,6.0
Gujarat,2020-06-01,2020,6,103.0
Gujarat,2020-07-01,2020,7,76.0
Gujarat,2020-08-01,2020,8,192.0
Gujarat,2020-09-01,2020,9,80.0
Gujarat,2020-10-01,2020,10,112.0
Gujarat,2020-11-01,2020,11,149.0
Gujarat,2020-12-01,2020,12,142.0
Gujarat,2021-01-01,2021,1,178.0
Gujarat,2021-02-01,2021,2,286.0
Gujarat,2021-03-01,2021,3,360.0
Gujarat,2021-04-01,2021,4,201.0
Gujarat,2021-05-01,2021,5,212.0
Gujarat,2021-06-01,2021,6,316.0
Gujarat,2021-07-01,2021,7,473.0
Gujarat,2021-08-01,2021,8,760.0
Gujarat,2021-09-01,2021,9,1168.0
Gujarat,2021-10-01,2021,10,1671.0
Gujarat,2021-11-01,2021,11,1754.0
Gujarat,2021-12-01,2021,12,2385.0
Gujarat,2022-01-01,2022,1,2383.0
Gujarat,2022-02-01,2022,2,2838.0
Gujarat,2022-03-01,2022,3,4877.0
Gujarat,2022-04-01,2022,4,6970.0
Gujarat,2022-05-01,2022,5,4670.0
Gujarat,2022-06-01,2022,6,5765.0
Gujarat,2022-07-01,2022,7,6055.0
Gujarat,2022-08-01,2022,8,5567.0
Gujarat,2022-09-01,2022,9,5774.0
Gujarat,2022-10-01,2022,10,6933.0
Gujarat,2022-11-01,2022,11,8809.0
Gujarat,2022-12-01,2022,12,8356.0
Gujarat,2023-01-01,2023,1,6386.0
Gujarat,2023-02-01,2023,2,7154.0
Gujarat,2023-03-01,2023,3,8683.0
Gujarat,2023-04-01,2023,4,9139.0
